,instruction,output
1187,"User asked: 'When I travel, can it automatically add money in certain intervals?'",I'm here to help with that.
1188,User asked: 'Is auto top up available?',I'm here to help with that.
1189,User asked: 'I want to auto top-up.',I'm here to help with that.
1190,User asked: 'When I'm traveling is it possible to add money automatically at certain time points?',I'm here to help with that.
1191,User asked: 'Do you offer auto top ups?',I'm here to help with that.
1192,User asked: 'Is there a limit on auto top-up?',I'm here to help with that.
1193,User asked: 'I'm trying to activate the auto-top up function. Where is it?',I'm here to help with that.
1194,User asked: 'What's the limit for auto top-up?',I'm here to help with that.
1195,User asked: 'How do I top-up automatically?',I'm here to help with that.
1196,User asked: 'How do i access the auto top-up option?',I'm here to help with that.
1197,User asked: 'Where can I find the auto-top up feature?',I'm here to help with that.
1198,"User asked: 'If my funds are running low, will the app top up automatically?'",I'm here to help with that.
1199,User asked: 'Can I set it up to add money every few days automatically while I am traveling?',I'm here to help with that.
1200,User asked: 'I want to add money automatically when I travel.',I'm here to help with that.
1201,User asked: 'Is there a function where I can top-up automatically?',I'm here to help with that.
1202,User asked: 'Can I use an auto top-up option?',I'm here to help with that.
1203,User asked: 'Can topping up be automatic?',I'm here to help with that.
1204,User asked: 'Can I auto top up multiple times?',I'm here to help with that.
1205,User asked: 'I want to use auto top-up. Is there a limit?',I'm here to help with that.
1206,User asked: 'Do you have an option for auto top up?',I'm here to help with that.
1207,User asked: 'How do I activate auto top-up when traveling?',I'm here to help with that.
1208,User asked: 'Where can I find the auto-top option?',I'm here to help with that.
1209,User asked: 'What is the maximum times I can auto top-up?',I'm here to help with that.
1210,User asked: 'How many times can I auto top-up?',I'm here to help with that.
1211,User asked: 'What are the auto top-up policies?',I'm here to help with that.
1212,"User asked: 'What, if any, is the limit  for auto top-up?'",I'm here to help with that.
1213,"User asked: 'If my account is low in funds, can I set an auto top-up?'",I'm here to help with that.
1214,User asked: 'Will the system automatically top up itself?',I'm here to help with that.
1215,User asked: 'Can I get an auto Top-up?',I'm here to help with that.
1216,User asked: 'Where do I find the auto top up option?',I'm here to help with that.
1217,User asked: 'What are the restrictions on auto top-up?',I'm here to help with that.
1218,User asked: 'How can I setup automatic top-up?',I'm here to help with that.
1219,User asked: 'Can it automatically top up my account?',I'm here to help with that.
1220,User asked: 'Can I top-up automatically?',I'm here to help with that.
1221,"User asked: 'I heard you have an auto-top up option, where do I find that?'",I'm here to help with that.
1222,User asked: 'Where do I access the auto top-up function?',I'm here to help with that.
1223,User asked: 'What about a auto top-up?',I'm here to help with that.
1224,User asked: 'how can i get it to add money automatically while travelling',I'm here to help with that.
1225,"User asked: 'What about an auto top-up, is that a option?'",I'm here to help with that.
1226,User asked: 'Can I setup top ups in advance?',I'm here to help with that.
1227,User asked: 'where can i located the auto top up function?',I'm here to help with that.
1228,User asked: 'Is there a way to set up an auto top-up?',I'm here to help with that.
1229,User asked: 'I have a trip coming up and want to add money automatically.',I'm here to help with that.
1230,User asked: 'where can I find the auto-top up option?',I'm here to help with that.
1231,User asked: 'Can it add money every so often automatically while I travel?',I'm here to help with that.
1232,User asked: 'Will the system automatically update once there is no more money left?',I'm here to help with that.
1233,"User asked: 'When traveling, is it possible for it to add money at specific time intervals?'",I'm here to help with that.
1234,User asked: 'How do I top-up while traveling?',I'm here to help with that.
1235,User asked: 'auto-top up option can be found where?',I'm here to help with that.
1236,User asked: 'Do I have to manually top-up my account each time or will it do it on its own?',I'm here to help with that.
1237,User asked: 'Can I auto top-up as much as I want?',I'm here to help with that.
1238,User asked: 'Can I add money in intervals to my account?  I will be traveling.',I'm here to help with that.
1239,User asked: 'Is there a limit to auto top?',I'm here to help with that.
1240,"User asked: 'My funds are low, can I auto top up?'",I'm here to help with that.
1241,User asked: 'I know there's an auto-top option but I can not locate it when I look?',I'm here to help with that.
1242,User asked: 'Is it possible to top-up automatically?',I'm here to help with that.
1243,User asked: 'What is the auto top-up limit?',I'm here to help with that.
1244,User asked: 'Do you have an auto-top function and how do I use it if so?',I'm here to help with that.
1245,User asked: 'I can't use my card because it is not working.',"Ensure your card is active. If issues persist, deactivate and reactivate the card from the app."
1246,User asked: 'I can't seem to be able to use my card',"Ensure your card is active. If issues persist, deactivate and reactivate the card from the app."
1247,"User asked: 'My card isn't working at all, I need assistance. It's really frustrating.'","Ensure your card is active. If issues persist, deactivate and reactivate the card from the app."
1248,User asked: 'Can you tell me what the problem with my card is? It was declined at a restaurant today.',"Ensure your card is active. If issues persist, deactivate and reactivate the card from the app."
1249,User asked: 'How do I fix a broken card?',"Ensure your card is active. If issues persist, deactivate and reactivate the card from the app."
1250,User asked: 'My card was working but now it doesn't.',"Ensure your card is active. If issues persist, deactivate and reactivate the card from the app."
